thread_id,customer_text,brand_text,ts_customer,len_bucket,time_half,sugg_intent,sugg_action,reference_reply,gold_intent,gold_action,gold_notes
2872017,any plans to launch the official app in Egypt,"Hey there! We're launching in new countries as often as possible. Be sure to add your email at If you have any other questions, just give us a shout 🙂 /KC",2017-11-28 01:12:34+00:00,short,early,other,auto_handle,Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: /RV,,,
688043,bakit ganun? Nag avail ako ng spotify for student tapos na charge nako ng 65 pero di parin ako naka premium tapos nag try ulit ako twice akong na charge.,"Hey Nestine! We currently don't have support in Filipino, so we hope you don't mind if we reply in English. Can you tell us more about what's happening? We'll lend a hand /SY",2017-11-23 10:11:24+00:00,medium,early,other,auto_handle,"Hey there! Hey, help's here! Hope you don't mind if we answer in English. What's happening exactly? We'll see what we can suggest /GK",,,
2916532,my Spotify is saying Free for under subscription but im paying and im supposed to be premium i was premium and now im suddenly not,Hey! Can you DM us your account's username and email address? We'll take a look backstage /JL,2017-11-28 23:21:57+00:00,medium,late,billing_subscription,escalate,"Hey Cory, help's here! Can you DM us your account's username or email address? We'll take a look backstage /PL",,,
2917843,is down and I’m like,"Hey, thanks for the report! We had a little hiccup earlier, but everything should be running just fine now /JS",2017-11-28 21:07:28+00:00,short,late,other,auto_handle,Awesome! Let us know if you ever need us again. We'd be... 🙂 /AY,,,
539178,"Oh man, why does anyone need that many characters? I am out of breath.","Hey Dana! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /MS",2017-12-02 04:13:46+00:00,short,late,other,escalate,Hey there! That's not cool. Can you DM us your account's email address? We'll take a look backstage /MV,,,
573209,"my husband started a family premium account. I signed up through his invite but my account still shows free, Help?",Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,2017-12-03 01:38:43+00:00,medium,late,family_or_duo_plan,escalate,"Hey Robert! Can you DM us the email address of your wife's account, as well as your own? We'll take a look backstage /SY",,,
2932357,What SONG is in your 2018 goals ad? The one that talks about premium for three months. I NEED TO KNOW!!!!! PLEASE! THE SONG/BEAT SOUNDS TOO GOOD!,Hey there! Can you send us a link to that Spotify ad? We'll be happy to take a look /PL,2017-11-29 03:24:07+00:00,medium,late,other,auto_handle,Hey there! The cavalry's here. Could you fire over your device's make/model and operating system? We'll see what we can suggest /KB,,,
67683,I sent you guys a dm. I seriously need cflarification in here,"Hi, help's arrived! We've just sent you a bit more info over DM. We'll carry on helping out there /LS",2017-11-30 08:34:41+00:00,short,late,other,auto_handle,We've just replied to your DM. Let's carry on chatting there 🙂 /CP,,,
128191,5 min of ads??? More like 5 min of torture!,"Hey, sorry about that. Can you tell us what's happening exactly? /RH",2017-11-24 01:52:14+00:00,short,early,feature_request_or_feedback,auto_handle,Awesome! Let us know if you ever need us again. We'd be... /RB,,,
471649,Spoke too soon.,"Hi there, thanks for bearing with us. Spotify should be working perfectly again! /JS",2017-11-28 21:22:22+00:00,short,late,other,auto_handle,Looks like it's back now. Can you check if you're able to stream his album via this link: We'll be waiting /MC,,,
562440,Trying to log into Spotify on WDTV but it says I need a premium account. Problem is I have a premium account already??,Hey Cathryn! Help's here. Can you DM us your account's email address? We'll take a look backstage /DD,2017-12-02 21:48:41+00:00,medium,late,account_access,escalate,"Hey there! We can confirm that ""ate_f"" is on the Free service. Can you DM us all other email addresses you have? We'll take a look /PL",,,
536977,He slow respond ........,Hey there! We've responded to your DM. Let's continue our conversation there /DN,2017-12-02 10:29:30+00:00,short,late,other,auto_handle,Hey Tony! We've replied to your DM. Check it out /YM,,,
2981986,Trash!! Worst customer service by far!! Your reviews dropped from 4 and a half stars to 3 stars pathetic. How is it people get Premium for .99 cents and yet i have to pay $10? I want the premium for 3 months for .99 like i was promised..,Hey Robert! Can you send us a DM with your account's email address? We'll check this out backstage /CE,2017-11-30 04:38:50+00:00,long,late,billing_subscription,escalate,We're sorry to hear you feel that way. We've just replied to your DM. Let's continue chatting there /JP,,,
2951514,"Got another one for you. Two bands named (The) Envelopes. spotify:artist:06yzXewToJxSgQtWRip9qa Here Comes the Wind and Demon are one band called Envelopes, the other (Sing Along with The Envelopes) is a different band called The Envelopes.",Awesome! We've just reported this to our team. Let us know if there's anything else 🎶 /AU,2017-11-29 17:27:51+00:00,long,late,other,escalate,Hey there! Can you send us the Spotify URI? Just right-click the track > Share > URI. We'll take a look /MX,,,
2951508,day 18 and has done nothing to get taylor’s album on their services,We still don't have any info on this. Fingers crossed we'll be able to have it soon. Stay tuned! /HR,2017-11-29 16:00:02+00:00,short,late,content_availability,escalate,"Hi! Taylor Swift's 'Reputation' isn't available to stream just yet. Dtay tuned! For now, check out the singles: /GT",,,
67730,my apple music is expiring on the day when em is releasing his album. i hope spotify releases the album as fast as apple music. pls.,We’ll have it available to you as soon as it’s available to us! /PL,2017-11-30 08:34:20+00:00,medium,late,other,auto_handle,"2: Rest assured that your feedback will be passed on to the right team. If you need anything else, just give us a shout /AK",,,
529246,"Got an email about paying $99 for one year of Premium, but when I tried to sign up for it, the site tells me I’m not eligible for the discount. What’s up with that?",Hey there! Can you DM us your account's email address or username along with a screenshot of the exact error message? We'll take a look backstage /KM,2017-12-02 01:50:17+00:00,medium,late,other,escalate,Could you send us a DM with your account's email address? We'll check under the hood /NJ,,,
571359,could you help too?,Hi Michael! We'd love to help. We've just sent you a bit more info over DM. We'll carry on helping out there /JS,2017-12-03 02:27:04+00:00,short,late,other,auto_handle,Alright. We've sent you a DM. We'll continue helping out there /LM,,,
173641,I purchased the P9.00 premium service for 3 months,Hi! We've just sent a DM your way. Let's carry on chatting there /RA,2017-11-24 22:15:36+00:00,short,early,other,escalate,"Hey there, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help with this /LW",,,
2912451,"Hey, I'm a 2nd Yr student but have been charged the full fee for the last 2months, had not received any reminder to reapply for the student fee... Please can you help me reclaim the additional fees, please??? #frugalliving <3",Hey Deanna! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN,2017-11-28 21:02:55+00:00,long,early,billing_subscription,escalate,Anytime! Let us know if you ever need us again. We'd be... /MX,,,
471645,"Hello :) I have contacted you regarding song under wrong artist for band ""Payday"", which has ended up under ""PayDay"". We hope this can get resolved very very soon :( Please help!",Hey! We've just replied to your DM. Let's carry on chatting out there /MU,2017-12-01 07:59:45+00:00,medium,late,other,auto_handle,No worries. Just let us know if we can help with anything else. /NQ,,,
110046,"Unable to complete invitation for the family premium. We have a family email but also each of us has our own. Could this be the reason? If so, how do we fix?","Hey Cat, help's here! Can you DM us the usernames or email addresses of your account and the members you're trying to invite? We'll take a look under the hood /WP",2017-11-23 16:05:08+00:00,medium,early,family_or_duo_plan,escalate,Hey James! Can you DM us your account's email address? We'll take a look backstage /SJ,,,
2754913,Any move on this yet?,We're afraid we don't have any updates on this. Rest assured that it has been passed on to our Content team. We hope it gets corrected soon /AY,2017-11-27 00:13:32+00:00,short,early,other,escalate,Hey! We've replied to your DM. Let's continue chatting there /KT,,,
2818,WHY AM I NOT ELIGIBLE FOR THIS PROMO OMG,"Hey, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO",2017-11-22 14:47:30+00:00,short,early,other,escalate,"Hey, help's here! Can you DM us your account's email address? We'll check backstage /GK",,,
497732,hello I believe my account has been compromised,"Hey Fred, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG",2017-12-01 16:58:17+00:00,short,late,account_access,escalate,Hey there! Can you fire over your account's email address or username via DM? We'll see what we can suggest /RC,,,
567977,"help! I've moved countries, can't login to Spotify as it thinks I am ""abroad"". Have tried old country and new country both on Facebook (I use fb auth to login) days apart but no dice...","Hey Jessica! Don't worry, we can help. Can you DM us your account's email address? We'll take a look under the hood /KB",2017-12-03 01:06:37+00:00,long,late,account_access,escalate,"Hey John, help's here! Could you DM us your account's username and email address? We'll take a look /DH",,,
2763000,"Hey how you do get your ""Discover Weekly"" playlist cover to change (I know it pulls mine from Facebook).","Hi there! If your account is connected to Facebook, we use your profile picture as the cover image. It can take a few weeks for your Discover Weekly artwork to update after updating your FB profile pic. Sorry for the delay! More info: /NQ",2017-11-26 18:23:18+00:00,medium,early,other,auto_handle,Hey! Could you DM us your account's email address or username? We'll take a look backstage /AY,,,
704775,Idea for Add a “downloaded to device” area to your applications so users can easily manage what they have downloaded if they need to free up space on their device Pls and thank,"Hey there, we can see how that’d be handy! Thanks for taking the time to reach out – your feedback's been noted 📝 /TI",2017-11-23 17:05:19+00:00,medium,early,feature_request_or_feedback,escalate,"Hey Nina! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RS",,,
2902785,Hello! Do you have an email we can use to send you guys a sponsorship deck?,Hey there! We’ve got loads of info on this here: You'll also be able to reach out to our team using a contact form. Let us know if there’s anything else /JX,2017-11-28 17:18:45+00:00,short,early,other,escalate,"We understand. However, we'll need to get your email address via DM so we can remove it from our end. We'll be waiting for your reply /MG",,,
2917873,can suck my dick. It never wants to work.,"Hey Ashley! We had a little hiccup backstage, but it should be working now. We're here if you need us /FR",2017-11-28 21:05:32+00:00,short,late,other,escalate,"Hi, help's here! We hope you share your feedback with our community here: Let us know if you need anything else /JQ",,,
128200,pleaseeee explain these suggestions. Listening to chris brown and these arent even the same genre. Never even played anything like this on my app 😑,Hey there! Can you send us a DM with your account's email address or username? We'll take a look backstage /AR,2017-11-24 01:39:17+00:00,medium,early,feature_request_or_feedback,auto_handle,"Great, that's good to know. We'll report this to the right folks! If you're still having the same issue with the desktop app, make sure to get straight back in touch /Q",,,
131806,i am so sorry i am out for coffee i will do it asap,No worries! You can get back to us anytime. We'll keep an eye out for your update 😉 /MU,2017-11-24 07:54:40+00:00,short,early,other,auto_handle,"Apologies for any frustration. Rest assured, your feedback will be passed on to the right folks /JI",,,
2545266,can you guys put music back on or what the fuck no mamen pendejos,Hi Miguelito! His content may be down due to licensing matters and could be temporary. More info here: Hopefully we'll have them again soon /NJ,2017-11-26 09:59:49+00:00,short,early,other,auto_handle,Hey there! Can you tell us what country your account is set to? We'll check things out /CH,,,
450057,iPhone 7+. 11.0.2 and spotify is updated,Got it! Can you DM us your account's email address and username? We'll take a look backstage /MX,2017-11-30 20:43:42+00:00,short,late,other,escalate,"Thanks! Does logging out and back in help at all? Also, have you tried reinstalling Spotify? Keep us posted /BH",,,
1034898,when is the hi-fi tier coming?,"Hi Jason! We don't have any info on this right now, but you can show your support for Lossless streaming by voting here: Let us know if you need anything else /NY",2017-11-25 05:49:00+00:00,short,early,feature_request_or_feedback,escalate,Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: /DF,,,
2785004,Opened up before getting on a plane and it said all the songs I downloaded are gone? What gives?,"Hi there, we're sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help with this /AK",2017-11-26 23:11:47+00:00,medium,early,other,escalate,"Hi there! To save your downloaded music to your SD card, just follow the steps here: Hope this helps. Let us know if you need anything else /NY",,,
123460,"Hi again, tech support could not find anything. Could you please tell me if my Spotify premium account is associated with a psn account ?","That's odd. We're afraid that we couldn't see if an account is already linked to a PSN account. Don't worry, we'll still help get this figured out. Can you DM us your account's username or email address? /MU",2017-11-25 06:04:27+00:00,medium,early,account_access,escalate,Hi Jamie! We're here to help. Can you let us know what's happening exactly? /QI,,,
560006,Why is there no way to continue on your offer landing page ?,Hey there! Can you send us the link to this page? We'll check it out /DB,2017-12-02 18:25:44+00:00,short,late,other,escalate,Hi there! You can find out more info about the student discount in Australia here: Hope that helps /NQ,,,
466806,IT'S 12 O CLOCK ONA DAH!! let's go,Got it. We can’t make any promises but we’ll pass your feedback onto the right folks. Thanks for sharing your thoughts! /RH,2017-12-01 05:00:09+00:00,short,late,other,escalate,"Hey, we can see how that’d be handy! To help make it happen, we'd suggest voting for the idea here: /NS",,,
539201,"having trouble, cannot get the 'Browse' function to load. Only the 'Your Music' or 'search' work?!?","Hey Pockie! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /MS",2017-12-02 03:59:59+00:00,medium,late,other,escalate,"Hi Leonela, help's here! Can you DM us your account's username or email address? We'll take a look backstage /PL",,,
2862729,Could you please put Acidrap by Chance the rapper on spotify,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RH",2017-11-27 23:08:40+00:00,short,early,content_availability,auto_handle,"Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /AU",,,
2947640,Hey guys. I'm unable to pay for Spotify now after my trial is over. Can you help me? I think it's because I had my credit card stored in an account that I've forgotten about.,"Hey, help's arrived! We've just replied to your DM. Let's carry on chatting there /DV",2017-11-29 15:16:39+00:00,medium,late,billing_subscription,escalate,Hey there! Can you DM us your account's username or email address? We'll take a look backstage /AP,,,
2826926,this is the exact opposite of customer experience 101. 👏🏼Take 👏🏼care 👏🏼of 👏🏼your 👏🏼existing 👏🏼customers 👏🏼this 👏🏼kind 👏🏼of 👏🏼offer 👏🏼would 👏🏼not 👏🏼be 👏🏼possible 👏🏼without 👏🏼them 👏🏼do 👏🏼I 👏🏼make 👏🏼myself 👏🏼clear 👏🏼?👏🏼,"Hey! We appreciate you sharing your thoughts on this. Don't worry, we'll make sure to pass this on to the relevant folks. If you have anything else in mind, we're just a message away /RC",2017-11-27 09:38:39+00:00,long,early,other,escalate,"Hi Drew! Just to clarify, are you referring to your Recently Played section under Your Library? /MT",,,
2219855,Hey How come you have no #blackfriday or #CyberMonday discounts... For instance on family premium packages?,"Hey! We're taking all the feedback on this. No worries, we'll make sure to pass on your thoughts to the right folks. Give us a shout if you need a hand with anything else. We're just a tweet away /RC",2017-11-26 13:49:51+00:00,medium,early,other,escalate,Hey there! Can you DM us your account's email address or username? We'll check backstage /AR,,,
653091,"Why can't I join the a Premium-family-group when everything is in order? The form that I have to fill out just says ""3 - Ops, something went wrong. Try again"". And ive tried alot of times :/","Hey Rutta! Can you DM us your account's email address, as well as that of the Family plan owner's? We'll take a look backstage /SY",2017-11-22 20:11:44+00:00,long,early,family_or_duo_plan,auto_handle,"Hi Denis, help's here! Can you DM us your account's email address? We'll take a look backstage /DV",,,
83696,I'm too young and poor to own a credit card and a paypal account. Can I use load as my payment method?,Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN,2017-11-24 04:06:53+00:00,medium,early,billing_subscription,escalate,"We're afraid we have no info to share about this. No worries, we'll make sure they're passed on to the relevant folks /RC",,,
44400,"Hey! So I can't renew my acc because it says that my balance isn't enough, the fact's mine's more than enough :(",Can you DM us your account's email address or username? We'll take a look backstage /NQ,2017-11-25 16:23:05+00:00,medium,early,billing_subscription,escalate,"Thanks for confirming. Our best tech folks are on the case as we speak. Hopefully we'll have a fix soon! In the meantime, let us know if you need help with anything else /GU",,,
490774,"Unable to access my account after you sent email advising that I change my password. Always gives error message ""CSRF token invalid"". Tried clearing cookies. Can't send you a message via the website because it wants me to log in first. Please advise.","Hey, that's not cool!Could you shoot us a quick DM with your email address and username? We'll take a look under the hood 🔍 /JJ",2017-12-01 14:58:21+00:00,long,late,account_access,escalate,"Hi David! Help's here. Can you DM us your account's username or email address, along with a screenshot of the error message? /MU",,,
634059,I have exceeded my download limit and many of my songs are being deleted to make room for new ones. Any news on getting more storage on mobile version? Should I consider a reset?,"Hi there! No worries, we'll be sure to let the right team know about your feedback. You can also vote for the idea here: /XF",2017-11-22 13:05:22+00:00,medium,early,playback_or_app_bug,escalate,Hi Cameron! We've just sent a DM your way. Let's carry on chatting there /QI,,,
450076,"is the system down, cannot login on any system","Hi Willie! Could you send us a DM with your account's email address? If you can include a screenshot of the error you're getting, that'd be great /HR",2017-11-30 19:01:55+00:00,short,late,account_access,escalate,"Hey! Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /DF",,,
91680,"I know, but your UI is saying that I’m at 1k+ of 4k+ downloads. It seems like it should say 1k+ of 3,333. ;)",That's odd. Can you send us a screenshot of what you're seeing in-app? We'll do some digging 🔍 /JE,2017-11-30 15:05:59+00:00,medium,late,feature_request_or_feedback,escalate,Hi there. Thanks for bringing this up. We’re always testing things in order to improve. Let us know what you think /JU,,,
619680,accidentally revoked a 3rd party app and i can’t re-gain access to it. how do i gain access to it again??,Hey there! Can you let us know which third-party app you're referring to? We'll see what we can suggest /PB,2017-11-22 10:58:55+00:00,medium,early,other,escalate,Hi! We've just sent a DM your way. Let's carry on chatting there /MG,,,
2978430,needs to have an edit username option,"Hey Robert! We're afraid it’s currently not possible to change your Spotify username, but you have some options here: Any questions, just give us a shout /AN",2017-11-30 02:49:18+00:00,short,late,other,auto_handle,Hey there! Can you send us some more info about the content you're looking for? We'll check behind the scenes /MC,,,
781167,"So keeps doing this thing where all my downloaded songs disappear and then when I go to listen to music offline I can't. Pretty awesome. any idea why? I've reinstalled, cleared out the offline devices list, redownloaded music numerous times.","Hi Thom, we're sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at They should help with this. Let us know if you have any questions /NY",2017-11-25 04:42:58+00:00,long,early,playback_or_app_bug,escalate,"Hey, that doesn't sound cool! Can you DM us your account's email address? We'll check backstage /LW",,,
70711,what the fuq with your web player ? #spotifyth it keeps getting crashed all the freaking time !,"Hey, that's not cool! When did this start to happen? Can you also let us know the internet browser you're using? /LO",2017-11-30 03:54:48+00:00,medium,late,other,auto_handle,Hey there! Could you tell us what's happening exactly? We'll see what we can suggest /DF,,,
559973,"Add a Metal Christmas playlist, where it is heavy metal instead of rock. August Burns Red has some great christmas music.","Hey there, we got you covered! 🤘 /TB",2017-12-02 12:12:43+00:00,medium,late,other,escalate,Hey there! Your Queue is algorithmically updated based on your previous songs played. Hope this clears things up 🙂 /TB,,,
1426053,"my Spotify is about to expire in about a day or 2 but I can't update my payment info. I am no longer a student, but the app is still having me verify that I am one. So I can't get past verification to update my billing info. HELP!","Hey, help's arrived! Could you send us a DM with your account's email address? We'll take a look backstage /CH",2017-11-25 16:50:29+00:00,long,early,billing_subscription,escalate,Hmm. Can you send over a screenshot of what you see? We'll see what we can suggest /SV,,,
677733,When I try to authorize my spotify premium through paypal it just kicks be back to the spotify purchase page.,Hey there! Can you DM us your account's username or email address? We'll take a look under the hood /RS,2017-11-23 05:11:23+00:00,medium,early,other,escalate,"Hey, that doesn't sound right! Can you DM us your account's email address or username? We'll take a look backstage /KM",,,
2929234,still upset that got rid of messaging a while ago lol,Hey there! Sorry to hear how you feel about this. We have some info about this here: Give us a shout if you have any other questions /CH,2017-11-29 04:24:16+00:00,short,late,other,auto_handle,Hi there! Can you DM us your account's username or email address? We'll take a look backstage /MC,,,
